reach,grip_close,idle,drop,away,grasp_hold,success_bonus,partial_credit,align_shape,dense_align,builtin,n_drops,n_grasped_steps,_align,_rise,_certified,_steps,_total,_disc,outcome
0.0,0.0,-8.800000000000002,0.0,0.0,0.0,150.0,0.0,0.0,0.0,59.99287809938193,0,8,0.6692056303639184,0.1155501528206575,1,22,201.19287809938194,171.8349653347013,CERTIFIED
0.0,0.0,-9.200000000000003,0.0,0.0,0.0,150.0,0.0,0.0,0.0,59.99013124268501,0,8,0.5717015632986229,0.12029370639092651,1,23,200.790131242685,170.0979295752627,CERTIFIED
0.0,0.0,-10.800000000000004,0.0,0.0,0.0,150.0,0.0,0.0,0.0,60.85478285475362,0,8,0.8304250226087152,0.16682449978466496,1,27,200.05478285475363,164.02591064970585,CERTIFIED
0.0,0.0,-9.600000000000003,0.0,0.0,0.0,150.0,0.0,0.0,0.0,60.764459007685495,0,8,0.8132238704696066,0.20134099449569653,1,24,201.16445900768548,169.11624076724001,CERTIFIED
0.0,0.0,-11.600000000000005,0.0,0.0,0.0,150.0,0.0,0.0,0.0,56.33959041315527,0,8,0.6906111090256646,0.06641794902237752,1,29,194.73959041315527,156.73353061254352,CERTIFIED
0.0,0.0,-9.200000000000003,0.0,0.0,0.0,150.0,0.0,0.0,0.0,57.784030255694866,0,8,0.8989112781966064,0.09954548675585928,1,23,198.58403025569487,168.06034752127195,CERTIFIED
0.0,0.0,-9.200000000000003,0.0,0.0,0.0,150.0,0.0,0.0,0.0,57.21876161390012,0,8,0.38588682378529215,0.14943050381816791,1,23,198.01876161390012,167.5805832730587,CERTIFIED
0.0,0.0,-10.400000000000004,0.0,0.0,0.0,150.0,0.0,0.0,0.0,57.5930086863207,0,8,0.16189414732960983,0.14614330445257484,1,26,197.1930086863207,162.7681844975844,CERTIFIED
0.0,0.0,-8.800000000000002,-5.0,0.0,0.0,150.0,0.0,0.0,0.0,60.13374723731656,1,9,0.2681188141404126,0.22628107320239577,1,22,196.33374723731657,171.96930439182034,CERTIFIED
0.0,0.0,-9.600000000000003,0.0,0.0,0.0,150.0,0.0,0.0,0.0,59.73650324952933,0,8,0.8198424230107535,0.12117397920304007,1,24,200.1365032495293,168.1740007900165,CERTIFIED
0.0,0.0,-9.600000000000003,0.0,0.0,0.0,150.0,0.0,0.0,0.0,59.688236350634256,0,8,0.4536843261619652,0.150776943458793,1,24,200.08823635063425,168.07492474332608,CERTIFIED
